description,mislead_category,predicted_category 
"Оплата за Шампунь и гель для душа Рексона men Мужской 2в1 горный лёд 490мл по счету 52686506155947178704 от 02/03/2027г. Сумма 3990,00",SERVICE,NON_FOOD_GOODS
Оплата за кофе в зернах по счету 70637232695243999581 от 14.01.2028г Сумма 750-00 в т.ч. НДС 20% 125-00,SERVICE,FOOD_GOODS
Оплата за Лампочки по счету 67996624386055971374 от 11.10.2027г Сумма 2690.00,SERVICE,NON_FOOD_GOODS
Оплата по счету #0216 от 04.10.2028 за яхту/катер Midnight Express FL06354,SERVICE,NON_FOOD_GOODS
Оплата по договору №92-00143А от 01/06/2026г. частичная оплата за картонСумма 42500.00В тч НДС(20%) 7083.33,SERVICE,NON_FOOD_GOODS
"Оплата по договору №61-01193 от 2023-04-27, счету 0640 от 2023-04-27 за 'Дымовские колбасы'.Сумма 910000,00 В т.ч. НДС 20% 151666,66",SERVICE,FOOD_GOODS
"Оплата за Круассаны 7 Days мини c кремом со вкусом Ваниль 265г по счету 97398031915170798410 от 11.10.2024г Сумма 3430,00",SERVICE,FOOD_GOODS
"Оплата по доогвору №А00338 от 11.07.2027г., за сырьё для пищевой промышленности в т.ч. НДС 20% 401666.66",SERVICE,FOOD_GOODS
"Оплата за Влажные салфетки по счету 70303178980872717828 от 11.01.2028 г. Сумма 3150,00",SERVICE,NON_FOOD_GOODS
Оплата за Полотенца Tolli Plus бумажные 2 слоя по счету 07274231181012761013 от 17.01.2027 г. Сумма 4510-00,SERVICE,NON_FOOD_GOODS
Оплата за Сумка-тележка на колесах 85х33х27.5см по счету 15081782125352206426 от 04 ноября 2023 Сумма 2160-00,SERVICE,NON_FOOD_GOODS
Оплата за насосы по договору №335 от 09/09/2027 (частичная оплата).Сумма 3310000.00В тч НДС(20%) 551666.66,SERVICE,NON_FOOD_GOODS
Оплата за Жидкость моющая Mr.Proper Лимон для полов и стен 500мл по счету 80541925140458420717 от 25/06/2024г. Сумма 3110-00,SERVICE,NON_FOOD_GOODS
"Оплата за Полотенца бумажные Familia 2 слоя по счету 31307735358696776936 от 22.06.2024 Сумма 2180,00",SERVICE,NON_FOOD_GOODS
Оплата за Драже Skittles Фруктовый вкус 38г по счету 29787810965374684797 от 2025.06.07 Сумма 2900.00,SERVICE,FOOD_GOODS
Оплата за Рис Global Village Для плова 800г по счету 23506975627818649923 от 11 декабря 2023 г. Сумма 4740-00,SERVICE,FOOD_GOODS
"Счет на оплату № 0893 от 22.06.2024 г.г.МКР для фильтрпресса. Сумма 49600,00В т.ч. НДС(20%) 8266,66",SERVICE,NON_FOOD_GOODS
Оплата по договору №Е-01389/56 от 26 декабря 2025г. сырье для пвадСумма 2570000.00В т.ч. НДС(20%) 428333.33,SERVICE,NON_FOOD_GOODS
"Оплата за Лампа светодиодная Старт Eco LED GLS E27 15W 30 теплый свет по счету 90332289107599677692 от 29 августа 2028г Сумма 4680,00",SERVICE,NON_FOOD_GOODS
Оплата по Счету 0423 от 2024-03-19 за банковские сборы Сумма 4080-00 Без налога (НДС),SERVICE,BANK_SERVICE
"Оплата за Горбуша Русское Море филе горячего копчения 200г по счету 08752336664474637988 от 06.10.2028 Сумма 4420,00",SERVICE,FOOD_GOODS
Оплата за Шоколад Milka с цельным фундуком молочный 80г по счету 68406383575756082233 от 24.11.2025г. Сумма 3580-00,SERVICE,NON_FOOD_GOODS
"Оплата по счету 0820,0821,0822 от 20.09.2024 (в рамках договора финансовой аренды №Д-02701/35 от 12 мая 2023 г.). В т.ч. НДС(20%) 570000,0",SERVICE,LEASING
"Оплата по сч. 0685,0686,0687 от 06.06.2024 г. (в рамках договора финансовой аренды №Б-03675/19 от 26/09/2023). В т.ч. НДС(20%) 456666,66",SERVICE,LEASING
Оплата за Кружка Пластишка детская в ассортименте 180мл по счету 78487908940332866026 от 30/08/2027 Сумма 1140.00,SERVICE,NON_FOOD_GOODS
Оплата за Щетка-скребок K-Style для авто выдвижная 73см по счету 90102752055892825211 от 30.07.2025г. Сумма 4740-00,SERVICE,NON_FOOD_GOODS
"Оплата за Хренодер Global Village классический упаковка в ассортименте 200г по счету 46458288263845867811 от 2024.04.12 Сумма 1060,00",SERVICE,NON_FOOD_GOODS
Оплата за Освежитель воздуха Glade Океанский оазис 300мл по счету 48630782258731870533 от 14/06/2024г. Сумма 700-00,SERVICE,NON_FOOD_GOODS
ПРЕДОПЛАТА ПО ДОГ. №45А-02731 за Раствор водный натриевых солей (поли)акриловой кислотыСумма 2800000-00 в т.ч.НДС  466666-66,SERVICE,NON_FOOD_GOODS
"Оплата за Полосатик Fish House желтый сушено-вяленый 40г по счету 76592711795857973745 от 01.09.2023 Сумма 4630,00",SERVICE,FOOD_GOODS
"Оплата за Шейка свиная Рестория охлажденная 400г по счету 87700311255663581044 от 15.05.2024г. Сумма 2490,00",SERVICE,FOOD_GOODS
Оплата за Кофе Lavazza Crema e Gusto молотый 250г по счету 96354962986133495330 от 2024.02.29 Сумма 2350-00,SERVICE,FOOD_GOODS
Оплата за Пеленки и подгузники по счету 71184135083442600950 от 09.05.2027 Сумма 4950-00,SERVICE,NON_FOOD_GOODS
Оплата за Кактусы и суккуленты категории по счету 11164328755951037014 от 27.07.2023 Сумма 4600-00,SERVICE,NON_FOOD_GOODS
Оплата за Салфетки Красная цена бумажные 24*24см 100шт по счету 28849427825182912445 от 15.07.2023 г. Сумма 2540.00,SERVICE,NON_FOOD_GOODS
"Оплата за Фольга, пленка по счету 92605681200284770186 от 23.06.2023 Сумма 630.00",SERVICE,NON_FOOD_GOODS
"Оплата за Бумага для выпечки Econta, 38смх8м по счету 69875345042169150983 от 20 июня 2026г Сумма 1020-00",SERVICE,NON_FOOD_GOODS
"Оплата за нут,сафлор по счету 0666,0667,0668 от 28.08.2023г .Сумма 3120000-00 В т.ч. НДС 20% 520000-00",SERVICE,FOOD_GOODS
"Оплата за Масло Селяночка льнняое нерафинированное 250мл по счету 64647347386038445233 от 25.03.2025 Сумма 2230,00",SERVICE,FOOD_GOODS
Оплата за Пломбир Золотой Стандарт сэндвич 12% БЗМЖ 69г по счету 34377249252507873047 от 18.02.2026г Сумма 1800.00,SERVICE,FOOD_GOODS
Оплата за Мешки для мусора Econta 20шт 60л по счету 38343186733037529525 от 10.08.2028 г. Сумма 3990.00,SERVICE,NON_FOOD_GOODS
Оплата за Конфеты Сладуница Шокорешки по счету 57686902385997002460 от 03/11/2023г. Сумма 4560.00,SERVICE,FOOD_GOODS
"Оплата за Набор вилок HK Kiana Group столовых по счету 05590311226180180191 от 06/05/2023 Сумма 2630,00",SERVICE,NON_FOOD_GOODS
"Оплата за Бумага для выпечки Econta, 38смх8м по счету 13552500570329453575 от 11.04.2026г Сумма 4370,00",SERVICE,NON_FOOD_GOODS
Оплата за Замороженные полуфабрикаты по счету 15557620536803701884 от 17.05.2026г. Сумма 2490.00,SERVICE,FOOD_GOODS
Оплата за Масло Санта Бремор Бутербродное лососевое 100г по счету 85701690666651671420 от 01.07.2024 г. Сумма 1270-00,SERVICE,FOOD_GOODS
"Оплата за игристое вино Asti по договору №81-03501Г от 22.03.2023 .Сумма 960000,00 В т.ч. НДС 20% 160000,0",SERVICE,FOOD_GOODS
Оплата по договору №Е-01283/93 от 09.07.2023г. сырье для пвадСумма 3330000.00В т.ч. НДС(20%) 555000.0,SERVICE,NON_FOOD_GOODS
Оплата по договору №Д-01141/01 от 22.09.2024 частичная оплата за картонСумма 7500-00В тч НДС(20%) 1250-00,SERVICE,NON_FOOD_GOODS
"Оплата по счет-фактуре 0024,0025,0026 от 28/07/2023 за фитинги,метизы.Сумма 11800-00 В т.ч. НДС 20% 1966-66",SERVICE,NON_FOOD_GOODS
{В105820}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 98972482567194791418,SERVICE,NOT_CLASSIFIED
"Оплата за Кофе Lavazza Crema e Gusto молотый 250г по счету 44066774696428747809 от 10 июня 2027 Сумма 1520,00",SERVICE,FOOD_GOODS
Оплата за Полотенце Econta 70х140см в ассортименте по счету 83769666969322887098 от 29 марта 2026г Сумма 1110-00,SERVICE,NON_FOOD_GOODS
Оплата за Контейнер Полимербыт для СВЧ печи в ассортименте 0.75л по счету 36241501064424098944 от 22.10.2027г Сумма 3640-00,SERVICE,NON_FOOD_GOODS
Оплата за кофе в зернах по счету 71875508240371745357 от 26 января 2026г Сумма 1610-00 в т.ч. НДС 20% 268-33,SERVICE,FOOD_GOODS
Счет на оплату № 0867 от 22 января 2025г.МКР для фильтрпресса. Сумма 27000.00В т.ч. НДС(20%) 4500.0,SERVICE,NON_FOOD_GOODS
"Оплата за Ананасы Global Village кусочки в сиропе 580мл по счету 66164732764489527554 от 14.05.2025 Сумма 2920,00",SERVICE,FOOD_GOODS
Оплата за Средства для зеркал и стеклянных поверхностей по счету 01477363983773408638 от 24/10/2024г. Сумма 2860-00,SERVICE,NON_FOOD_GOODS
"Оплата за Кофе молотый Jardin Vivo в капуслах 10x5г по счету 82021669303559946197 от 12/10/2028г. Сумма 1630,00",SERVICE,FOOD_GOODS
Оплата за Миска Liberhaus пластик 2л по счету 57423642588913556658 от 08.06.2028 г. Сумма 4010-00,SERVICE,NON_FOOD_GOODS
"Оплата по сч. 0782 от 06.01.2025 за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",SERVICE,FOOD_GOODS
"Оплата за Бекон Ближние горки для жарки из свинины 260г по счету 12546231045771652336 от 04/01/2026 Сумма 1140,00",SERVICE,FOOD_GOODS
"Оплата по сч. 0778 от 05.12.2023г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",SERVICE,FOOD_GOODS
"Оплата по договору №Д-02041/55 от 17/10/2024, за сырьё для пищевой промышленности в т.ч. НДС 20% 91666.66",SERVICE,FOOD_GOODS
"Оплата по дог.финансовой аренды №7-01249/46 от 08.02.2024, акт приема-передачи 992 от 13 февраля 2024г. В т.ч. НДС(20%) 348333,33",SERVICE,LEASING
"Оплата за Горошек Global Village Selection зеленый 400г по счету 91609186993750822677 от 04.02.2026г. Сумма 1310,00",SERVICE,FOOD_GOODS
Оплата за Палочки ватные Pupi 160шт по счету 17119550704037490004 от 31.01.2027 г. Сумма 3060.00,SERVICE,NON_FOOD_GOODS
Частичная оплата по счету № 0455 от 2024.06.13 за костюмы ФаворитСумма 48000.00В т.ч. НДС(20%) 8000.0,SERVICE,NON_FOOD_GOODS
Оплата за кофе в зернах по счету 63322318206428668878 от 13.02.2024 Сумма 2040.00 в т.ч. НДС 20% 340.0,SERVICE,FOOD_GOODS
"Оплата по счетам 0641,0642,0643 от 21 июня 2027г (за бетон марки М300)Сумма 25500-00 В т.ч. НДС 20% 4250-00",SERVICE,NON_FOOD_GOODS
Оплата за Кисель Русский Продукт Малиновый 190г по счету 63812540567570222882 от 07 июля 2025г Сумма 3740-00,SERVICE,FOOD_GOODS
"Оплата за Кисель Леовит Желудочный нейтральный 5х20г по счету 79439595996972354730 от 08 апреля 2023 Сумма 950,00",SERVICE,FOOD_GOODS
"Оплата за Рукав для запекания Econta, 3м по счету 50156881685119678541 от 13 февраля 2027 г. Сумма 1210-00",SERVICE,NON_FOOD_GOODS
Оплата за Салфетки Tolli plus влажные универсальные с антибактериальным эффектом 120шт по счету 60110490453829201934 от 05.12.2026г. Сумма 1940.00,SERVICE,NON_FOOD_GOODS
За аренду машины/автомобиля по договору №34-02841Е от 11 марта 2026,SERVICE,LEASING
"Оплата по дог.финансовой аренды №А-00423/25 от 13.12.2024 г., акт приема-передачи 672 от 03 февраля 2024. В т.ч. НДС(20%) 733333-33",SERVICE,LEASING
Оплата по счету 0467 от 21.06.2025 за Red Bull. Сумма 35900.00 без учета НДС,SERVICE,FOOD_GOODS
Оплата за Салфетки Econta универсальные 30х38см в ассортименте по счету 52170345876149213542 от 10/11/2025 Сумма 3140.00,SERVICE,NON_FOOD_GOODS
Оплата за насосы по договору №221 от 17/04/2027г. (частичная оплата).Сумма 3050000-00В тч НДС(20%) 508333-33,SERVICE,NON_FOOD_GOODS
Оплата за Порошок стиральный Ушастый нянь для детского белья 400г по счету 28896997246853374927 от 02 декабря 2023 Сумма 4530-00,SERVICE,NON_FOOD_GOODS
Оплата процентов за период с 11 ноября 2027 по 07/02/2026г. по Договору №2-02677/63 от 02.07.2028 г.,SERVICE,LOAN
Оплата за Варенье Варенька клубничное 380г по счету 28125066644431539773 от 03.03.2024г. Сумма 1430-00,SERVICE,FOOD_GOODS
"Оплата за Экзотические фрукты по счету 39250583664120004832 от 02/01/2024 Сумма 3550,00",SERVICE,FOOD_GOODS
Оплата за Дезодорант Seasons для обуви 100мл по счету 33476079593661978692 от 06.02.2024 г. Сумма 1430.00,SERVICE,NON_FOOD_GOODS
"Оплата по договору №А02682 от 07 декабря 2026г, за сырьё для пищевой промышленности в т.ч. НДС 20% 86666,66",SERVICE,FOOD_GOODS
Оплата за Станок Endeavor для бритья женский одноразовый 2 лезвия 5шт. по счету 55928601058511643151 от 07.08.2023г. Сумма 3480.00,SERVICE,NON_FOOD_GOODS
Оплата по счету #0065 от 17 августа 2028 г. за яхту/катер Midnight Express FL06354,SERVICE,NOT_CLASSIFIED
"Оплата за Кондиционер Вернель Детский для белья концентрированный 910мл по счету 74678085897407201735 от 20/06/2028 Сумма 3340,00",SERVICE,NON_FOOD_GOODS
Оплата за Шницель свиной Рестория охлажденный 400г по счету 06312482779243602912 от 08 февраля 2023г Сумма 3180.00,SERVICE,FOOD_GOODS
"Счет на оплату № 0827 от 11.05.2028гг.МКР для фильтрпресса. Сумма 42400,00В т.ч. НДС(20%) 7066,66",SERVICE,NOT_CLASSIFIED
Оплата за Сумка Пятерочка хозяйственная из полиэстера по счету 90892702227853214295 от 12.07.2028 Сумма 530.00,SERVICE,NON_FOOD_GOODS
Оплата за Крем универсальный EVO Пантенол 46мл по счету 18967268054470067296 от 03.07.2024г. Сумма 1690-00,SERVICE,NON_FOOD_GOODS
Оплата за Мойва Fish house Холодного копчения неразделанная 200г по счету 33016928493128390794 от 11.12.2024 Сумма 2630-00,SERVICE,FOOD_GOODS
Оплата за игристое вино Asti по договору №94Д-03836 от 01 февраля 2024 г. .Сумма 4140000.00 В т.ч. НДС 20% 690000.0,SERVICE,FOOD_GOODS
Оплата за Сельдь Fish House слабосоленая филе-кусочки в масле 400г по счету 30519064873414307492 от 05/09/2025г. Сумма 4190.00,SERVICE,FOOD_GOODS
Оплата за Молоко сухое Си-Продукт ГОСТ цельное 26% 200г по счету 38636366924781427053 от 09.10.2023 г. Сумма 2410.00,SERVICE,FOOD_GOODS
Оплата за Какао и горячий шоколад по счету 33286404827259255119 от 27.11.2025г. Сумма 3840-00,SERVICE,FOOD_GOODS
Оплата за Крекер Зерница с луком 200г по счету 45833460775829391318 от 09.06.2025 г. Сумма 1820-00,SERVICE,FOOD_GOODS
{А69768}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 72108266931742345459,SERVICE,NOT_CLASSIFIED
{Б485384}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 09981870048384519070,SERVICE,NOT_CLASSIFIED
"По предвариельному договору №86-00611А от 08/04/2027г. за квартиру в ЖК по адресу г. Иркутск, Солнечная ул., д. 4",SERVICE,REAL_ESTATE
Оплата за Соленья и протертая ягода по счету 58367944438996243633 от 27.12.2025г. Сумма 4570-00,SERVICE,FOOD_GOODS
Оплата за Масло растительное Сарепта Горчичное нерафинированное холодного отжима 500мл по счету 37269291236500940617 от 07.12.2027г. Сумма 3620-00,SERVICE,FOOD_GOODS
"Оплата за Порошок Dosia Optima Альпийская Свежесть для стирки 400г по счету 36614322974160610828 от 28 декабря 2026 г. Сумма 3820,00",SERVICE,NON_FOOD_GOODS
Оплата за Сумка для продуктов по счету 22809101093979716422 от 22.12.2023 Сумма 2830-00,SERVICE,NON_FOOD_GOODS
Оплата за Салфетки влажные универсальные 80шт. по счету 75554677025406038630 от 18.05.2026 Сумма 1250-00,SERVICE,NON_FOOD_GOODS
Оплата за Средство чистящее Econta для сливного бака таблетка по счету 17260168339984155152 от 27.03.2024 г. Сумма 3380-00,SERVICE,NON_FOOD_GOODS
Оплата за Средство для стирки Лоск Color 1.3л по счету 24407232834737866225 от 29/05/2028 Сумма 3760.00,SERVICE,NON_FOOD_GOODS
"Оплата за Пирожное Orion Choco Pie в глазури 12x30г по счету 42625616031566648909 от 08 апреля 2026г Сумма 1280,00",SERVICE,FOOD_GOODS
"По предвариельному договору №В02116 от 25.04.2026 за квартиру в ЖК по адресу г. Южно-Сахалинск, Социалистическая ул., д. 24",SERVICE,REAL_ESTATE
"Оплата за Бумага для выпечки Econta, 38смх8м по счету 86351189104107757683 от 25.02.2028 г. Сумма 4230,00",SERVICE,NON_FOOD_GOODS
Оплата за Губка для обуви Econta черная 25г по счету 06673218391649224405 от 08 июня 2025 Сумма 4730-00,SERVICE,NON_FOOD_GOODS
Оплата за Гели и капсулы для стирки по счету 95610925634943544562 от 15.01.2026 Сумма 4170-00,SERVICE,NON_FOOD_GOODS
"Оплата по договору №Г03746/01 от 11/10/2024г.. сырье для пвадСумма 2650000,00В т.ч. НДС(20%) 441666,66",SERVICE,NON_FOOD_GOODS
"Оплата за Орех Красная цена грецкий 100 г по счету 49293882069978674925 от 24.05.2025г. Сумма 940,00",SERVICE,FOOD_GOODS
Оплата за Голень цыпленка Петелинка охлажденная по счету 92159286499490887312 от 09.02.2024 Сумма 3420-00,SERVICE,FOOD_GOODS
Оплата за Кукурузное масло по счету 50468078606838295377 от 25.10.2025 Сумма 2360-00,SERVICE,FOOD_GOODS
Оплата за Конфеты Snickers Minis по счету 79406573878799264675 от 05.10.2028 г. Сумма 980-00,SERVICE,FOOD_GOODS
Оплата за Салфетки влажные универсальные 80шт. по счету 64877424137023468135 от 13.11.2023 г. Сумма 2360-00,SERVICE,NON_FOOD_GOODS
"ПРЕДОПЛАТА ПО ДОГ. №48-02090 за Раствор водный натриевых солей (поли)акриловой кислотыСумма 1860000,00 в т.ч.НДС  310000,0",SERVICE,NON_FOOD_GOODS
Оплата аванса за ГСМ по счету А-0480 от 07.07.2024 к Договору №В04385 от 30.08.2024. на сумму 2840000-00В т.ч. НДС(20%) 473333-33,SERVICE,NON_FOOD_GOODS
Оплата за кофе в зернах по счету 00215833956973671364 от 05.11.2023 Сумма 1110.00 в т.ч. НДС 20% 185.0,SERVICE,FOOD_GOODS
"Оплата за Манка 900г по счету 68325395302491168399 от 11.01.2027 Сумма 2850,00",SERVICE,FOOD_GOODS
"Оплата по дог.финансовой аренды №63Б-02705 от 2024-10-18, акт приема-передачи 241 от 30.05.2024г. В т.ч. НДС(20%) 203333,33",SERVICE,LEASING
Оплата аванса за ГСМ по счету А-0940 от 20.04.2024 к Договору №Б02124/67 от 09.10.2025г.. на сумму 3230000-00В т.ч. НДС(20%) 538333-33,SERVICE,NON_FOOD_GOODS
"Счет на оплату № 0411 от 2024-04-20г.МКР для фильтрпресса. Сумма 23200,00В т.ч. НДС(20%) 3866,66",SERVICE,NON_FOOD_GOODS
"Счет на оплату № 0170 от 2027.01.07г.МКР для фильтрпресса. Сумма 45600,00В т.ч. НДС(20%) 7600,0",SERVICE,NON_FOOD_GOODS
Счет на оплату № 0545 от 14.06.2027 г.г.МКР для фильтрпресса. Сумма 40500.00В т.ч. НДС(20%) 6750.0,SERVICE,NON_FOOD_GOODS
"Оплата по договору №А03135 от 07 июня 2023, счету 0176 от 07 июня 2023 за мясные деликатесы. Сумма 11700-00 В т.ч. НДС 20% 1950-00",SERVICE,FOOD_GOODS
"Оплата по дог.финансовой аренды №Г04178 от 24.10.2023, акт приема-передачи 609 от 10 сентября 2024 г.. В т.ч. НДС(20%) 521666-66",SERVICE,LEASING
"Оплата по договору №В-03168/72 от 27.08.2026г., за сырьё для пищевой промышленности в т.ч. НДС 20% 353333,33",SERVICE,FOOD_GOODS
"Оплата за Ананасы Красная Цена кусочки в сиропе 580мл по счету 53849215005060154530 от 12 апреля 2025г Сумма 1100,00",SERVICE,FOOD_GOODS
Оплата за Пряники Яшкино Шоколадные 350г по счету 44743524064092898702 от 30 декабря 2027 Сумма 1820.00,SERVICE,FOOD_GOODS
Оплата за Мыло Econta жидкое хозяйственное 1л по счету 21070766622273465788 от 05/10/2023 Сумма 1240.00,SERVICE,NON_FOOD_GOODS
Оплата за Гуляш из говядины Эколь Халяль 400г по счету 91344943898407008503 от 31/12/2025г. Сумма 3860.00,SERVICE,FOOD_GOODS
Оплата за Лампа Старт Eco LED Candle E14 7W теплый свет по счету 22438397216478481055 от 09 августа 2024г Сумма 660.00,SERVICE,NON_FOOD_GOODS
Комиссия за обслуживание по системе Клиент-Банк за период с :18.08.2024г. по 02.07.2024г.. НДС не облагается.,SERVICE,BANK_SERVICE
"Оплата по дог.финансовой аренды №А00081 от 19 сентября 2025, акт приема-передачи 635 от 27.11.2024 г.. В т.ч. НДС(20%) 783333,33",SERVICE,LEASING
"Оплата за нут,сафлор по счету 0867,0868,0869 от 11.12.2028г .Сумма 1590000-00 В т.ч. НДС 20% 265000-00",SERVICE,FOOD_GOODS
"Оплата за Средство для мытья посуды Fairy Нежные руки чайное дерево и мята 450мл по счету 49350509284841003182 от 19.08.2027 г. Сумма 1820,00",SERVICE,NON_FOOD_GOODS
Оплата за Протеиновый батончик Snaq Fabriq арахис и карамель глазированный 50г по счету 97160960736199489330 от 20 июня 2026г Сумма 2330-00,SERVICE,FOOD_GOODS
Оплата за Щетка Spin&Clean Techno съемный скребок для льда черный по счету 07927057197671878838 от 09 июля 2025 Сумма 3870.00,SERVICE,NON_FOOD_GOODS
"Оплата за нут,сафлор по счету 0140,0141,0142 от 13 февраля 2026 г. .Сумма 3900000,00 В т.ч. НДС 20% 650000,0",SERVICE,FOOD_GOODS
Оплата за Какао-напиток Хрутка быстрорастворимый 480г по счету 24453626034281567780 от 20.08.2027г Сумма 770-00,SERVICE,FOOD_GOODS
"Обеспечительный платеж за виллу,договор 33.443425-ДЕ от 19.11.2027",SERVICE,REAL_ESTATE
Оплата за Копченая рыба по счету 16001457688665253246 от 09/06/2023г. Сумма 970-00,SERVICE,FOOD_GOODS
"Оплата за Средство чистящее Econta для сливного бака таблетка по счету 80053127360624888333 от 30 декабря 2027 г. Сумма 1980,00",SERVICE,NON_FOOD_GOODS
Оплата за Пластины от комаров Mosquitall Нежная Защита для детей 10шт. по счету 23994369755977009117 от 30/06/2027 Сумма 4360.00,SERVICE,NON_FOOD_GOODS
"Оплата по сч. 0551 от 06 сентября 2026 за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",SERVICE,FOOD_GOODS
"По предвариельному договору №Д-01190/25 от 14.05.2023г за квартиру в ЖК по адресу г. Абакан, Партизанская ул., д. 16",SERVICE,REAL_ESTATE
Оплата за Диски ватные Я самая Мягкие и нежные 120шт по счету 25960697674282056007 от 10.10.2025 Сумма 4190.00,SERVICE,NON_FOOD_GOODS
Оплата за кофе в зернах по счету 33708632729002796912 от 15.08.2026 г. Сумма 3110-00 в т.ч. НДС 20% 518-33,SERVICE,FOOD_GOODS
Комиссия за обслуживание по системе Клиент-Банк за период с :19.10.2024 г. по 15 января 2024г. НДС не облагается.,SERVICE,BANK_SERVICE
Оплата за Элемент питания Liberhaus первичный тип AA 4шт. по счету 84364496533548221225 от 18 мая 2026 г. Сумма 2890.00,SERVICE,NON_FOOD_GOODS
"Оплата за нут,сафлор по счету 0320,0321,0322 от 15/11/2025 .Сумма 2780000,00 В т.ч. НДС 20% 463333,33",SERVICE,FOOD_GOODS
Счет на оплату № 0198 от 10/02/2027г.г.МКР для фильтрпресса. Сумма 18800.00В т.ч. НДС(20%) 3133.33,SERVICE,NON_FOOD_GOODS
"Обеспечительный платеж за виллу,договор №11А-00483 от 29 апреля 2025 г.",SERVICE,REAL_ESTATE
"Счет на оплату № 0906 от 18.09.2027 г.г.МКР для фильтрпресса. Сумма 9300,00В т.ч. НДС(20%) 1550,0",SERVICE,NON_FOOD_GOODS
"ПРЕДОПЛАТА ПО ДОГ. №234 за Раствор водный натриевых солей (поли)акриловой кислотыСумма 4000000,00 в т.ч.НДС  666666,66",SERVICE,NON_FOOD_GOODS
Оплата по Счету 0507 от 23.06.2028г за банковские сборы Сумма 4950.00 Без налога (НДС),SERVICE,BANK_SERVICE
Оплата за Орех грецкий очищенный по счету 23015161385131199146 от 15.08.2026г Сумма 2310.00,SERVICE,FOOD_GOODS
Оплата за Салфетки Pupi влажные для интимной гигиены 15шт по счету 70499315280587757691 от 10.08.2023 г. Сумма 2270.00,SERVICE,NON_FOOD_GOODS
"Оплата за Рулет бисквитный Красная Цена клубничный 200г по счету 86764230166975085920 от 25 августа 2023г Сумма 1070,00",SERVICE,FOOD_GOODS
Оплата за Салфетки Pupi влажные для интимной гигиены 15шт по счету 04042360154852575533 от 2023.09.18 Сумма 4060-00,SERVICE,NON_FOOD_GOODS
"Оплата по сч. 0218 от 02.09.2028г за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",SERVICE,FOOD_GOODS
Оплата за Губка для обуви Econta Двойной блеск бесцветная 25г по счету 93114347209690430117 от 2023-02-10 Сумма 4000-00,SERVICE,NON_FOOD_GOODS
"Оплата по договору №03449Д от 06 января 2023. сырье для пвадСумма 1030000,00В т.ч. НДС(20%) 171666,66",SERVICE,NON_FOOD_GOODS
"Оплата по договору №Д-02320/27 от 09 янавря 2026 г., счету 0184 от 09 января 2026 г. за 'Дымовские колбасы'.Сумма 2710000,00 В т.ч. НДС 20% 451666,66",SERVICE,FOOD_GOODS
За аренду машины/автомобиля по договору №98-04318Е от 2025-10-10,SERVICE,LEASING
"Оплата по счет-фактуре 0161,0162,0163 от 23.07.2028 г. за фитинги,метизы.Сумма 33300,00 В т.ч. НДС 20% 5550,0",SERVICE,NON_FOOD_GOODS
"Оплата за Газета КОМСОМОЛЬСКАЯ ПРАВДА еженедельная по счету 57550772819979968397 от 29/04/2026г. Сумма 3370,00",SERVICE,NON_FOOD_GOODS
Оплата за Набор Seasons карнавальный с крыльями в ассортименте по счету 29980791937951774934 от 01.09.2024г. Сумма 2990-00,SERVICE,NON_FOOD_GOODS
"Счет на оплату № 0671 от 23.06.2027 г.г.МКР для фильтрпресса. Сумма 5400,00В т.ч. НДС(20%) 900,0",SERVICE,NON_FOOD_GOODS
Частичная оплата по счету № 0401 от 04/05/2025г. за костюмы ФаворитСумма 43900.00В т.ч. НДС(20%) 7316.66,SERVICE,NON_FOOD_GOODS
Оплата по договору №24В-01055 от 06 сентября 2027 частичная оплата за картонСумма 8000.00В тч НДС(20%) 1333.33,SERVICE,NON_FOOD_GOODS
За аренду машины/автомобиля по договору №20-00948Г от 25.05.2027,SERVICE,LEASING
"Оплата за Консервы из рыбы и морепродуктов по счету 02991083613358843606 от 22.11.2028г Сумма 2360,00",SERVICE,FOOD_GOODS
Оплата за Жевательная резинка по счету 59932581497866978632 от 21 мая 2023 г. Сумма 4170.00,SERVICE,FOOD_GOODS
ПРЕДОПЛАТА ПО ДОГ. №13Е-04704 за Раствор водный натриевых солей (поли)акриловой кислотыСумма 1140000-00 в т.ч.НДС  190000-00,SERVICE,NON_FOOD_GOODS
"Оплата по счет-фактуре 0212,0213,0214 от 05 декабря 2027 за фитинги,метизы.Сумма 31400,00 В т.ч. НДС 20% 5233,33",SERVICE,NON_FOOD_GOODS
За аренду машины/автомобиля по договору №04773Б от 2023-11-14,SERVICE,LEASING
Счет на оплату № 0095 от 19.08.2026г.г.МКР для фильтрпресса. Сумма 9300.00В т.ч. НДС(20%) 1550.0,SERVICE,NON_FOOD_GOODS
