Date	Amount	Description	Category
07.11.2024	3240000-00	Предоставление кредита по договору №А01474/35 от 12 января 2023 (приобретение товаров длительного пользования)	SERVICE
07.11.2024	7400,00	За оказание услуг по договору №Б00757 от 11/10/2027	SERVICE
07.11.2024	4030,00	Оплата за Замороженная птица по счету 42310482000191865984 от 06.05.2024 г. Сумма 4030,00	FOOD_GOODS
07.11.2024	1100.00	Перевод собственных средств себе	NOT_CLASSIFIED
07.11.2024	1540000-00	Оплата за игристое вино Asti по договору №Б-01008/26 от 18/02/2025 .Сумма 1540000-00 В т.ч. НДС 20% 256666-66	FOOD_GOODS
07.11.2024	14500,00	Счет на оплату № 0236 от 2027.11.29г.МКР для фильтрпресса. Сумма 14500,00В т.ч. НДС(20%) 2416,66	NOT_CLASSIFIED
07.11.2024	39500,00	Оплата за ж/д, авиабилеты и проживание по счету 88478730581479280059 от 08 октября 2024 на основании договора №Е-02541/60 от 2026.03.25	SERVICE
07.11.2024	3560,00	Комиссия за справку о наличии (отсутствии) ссудной задолженности по письменному запросу клиента	BANK_SERVICE
07.11.2024	36700,00	оплата по счетам 0760, 0230,0667, 0935 за услугиСумма 26 сентября 2027 г.В т.ч. НДС(20%) 36700,00	SERVICE
07.11.2024	47000.00	Оказание прочих услуг	SERVICE
07.11.2024	2480000.00	Оплата по договору процентного займа №4-03784/82 от 26.09.2023. Без НДС	LOAN
07.11.2024	2270,00	Собств. средства	NOT_CLASSIFIED
07.11.2024	49100-00	{Б169209}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 88224898765634618896	NOT_CLASSIFIED
07.11.2024	3230,00	Оплата процентов за период с 08 июля 2024г по 10/09/2027г. по Договору №27-00559В от 05.04.2024г.	LOAN
07.11.2024	2250.00	Оплата за Кофе в зернах Venetto натуральный жареный 800г по счету 61252228356636125621 от 10.06.2025г Сумма 2250.00	FOOD_GOODS
07.11.2024	32200.00	Оплата за программирование блока фары Mercedes VIN A007642266. Работы выполнялись по з/н №Д00709	SERVICE
07.11.2024	3150,00	штраф	TAX
07.11.2024	284000000.00	Оплата по счету #0950 от 09 октября 2028 г. за яхту/катер Midnight Express FL06354	REAL_ESTATE
07.11.2024	1250-00	Оплата за Травяной чай по счету 88925942381929107794 от 24 мая 2025 Сумма 1250-00	FOOD_GOODS
07.11.2024	32600,00	За юридические услуги по договору №76-00599 от 08/02/2024	SERVICE
07.11.2024	17300,00	"Гашение процентов за кредит по Договору №04825Б 04.02.2023 г. с ОАО ""Второй банк"""	LOAN
07.11.2024	12900-00	За оказание услуг по договору №Е00207/97 от 22.10.2024г.	TAX
07.11.2024	520000,00	Оплата по договору процентного займа №78Д-04799 от 05/07/2023. Без НДС	BANK_SERVICE
07.11.2024	1680.00	гос. пошлина	FOOD_GOODS
07.11.2024	3220,00	Комиссионное вознаграждение за валютный перевод.	SERVICE
07.11.2024	2420-00	Оплата за Перец Kotanyi душистый горошком 15г по счету 58361036553920770160 от 08.04.2028 г. Сумма 2420-00	NON_FOOD_GOODS
07.11.2024	2970.00	Оплата коммунальных услуг	NON_FOOD_GOODS
07.11.2024	12200.00	Оплата за Размещение рекламы по счету 71706854851428393670 от 16.03.2026 г.; Договор №072 от 07.05.2023г.	LEASING
07.11.2024	3770-00	Оплата за Губка для обуви Econta черная 25г по счету 80763835779331529906 от 21 декабря 2025г Сумма 3770-00	NOT_CLASSIFIED
07.11.2024	690-00	Оплата за Средство Чистин Аромат Сирени чистящее 400г по счету 96301827563331564705 от 2023.10.17 Сумма 690-00	SERVICE
07.11.2024	1920000.00	Оплата по счету 0634,0635,0636 от 27/10/2024 (в рамках договора финансовой аренды №В00345 от 08.12.2024г.). В т.ч. НДС(20%) 320000.0	NOT_CLASSIFIED
07.11.2024	5000-00	{Г884716}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 19941439952293058223	REAL_ESTATE
07.11.2024	41100.00	За участие в конференции в г. Комсомольск-на-Амуре по договору №2-02731/41 от 18/03/2023г.	TAX
07.11.2024	4860,00	Собств. средства	SERVICE
07.11.2024	381000000.00	Оплата по догвору купли-продажи №48-02326 от 13/01/2023 за виллу №12 по адресу г. Раменское, Вишневая ул., д. 5	FOOD_GOODS
07.11.2024	37000,00	Выплата на содержание родных детей	LEASING
07.11.2024	47500,00	Оплата за ж/д, авиабилеты и проживание по счету 97333805557593291782 от 25/03/2026г. на основании договора №Б-00054/01 от 23.12.2027	SERVICE
07.11.2024	2270,00	Оплата за Морепродукты по счету 19819888391089872656 от 16.10.2027 г. Сумма 2270,00	SERVICE
07.11.2024	3940000,00	Оплата по дог.финансовой аренды №Е-01196/87 от 15.10.2023г., акт приема-передачи 850 от 20.08.2024 г.. В т.ч. НДС(20%) 656666,66	LOAN
07.11.2024	45700,00	Оплата по Договору №В-01307/83 от 11.11.2028 г. за акт 0182 транспортные услуги Сумма 45700,00Без налога(НДС)	REAL_ESTATE
07.11.2024	29700,00	Оплата по Счету 0336 от 16 декабря 2027 за возмещаемые расходы Сумма 29700,00 в том числе НДС(20%) 4950,0	SERVICE
07.11.2024	33500.00	Возмещение расходов на страхование ОСАГО по договору лизинга №2-04010/06 от 02 июня 2024 г. в сумме 33500.00, без НДС	FOOD_GOODS
07.11.2024	46100,00	"Комиссия АКБ ""Первый банк"" (АО) за выдачу носителей ключей ЭП по системе ""Интернет-Клиент"". НДС не облагается"	LEASING
07.11.2024	3000000,00	Оплата по договору процентного займа №67-03331А от 09.05.2023г.. Без НДС	SERVICE
07.11.2024	195000000.00	Приобретение недвижимости по адресу г. Ачинск, Калинина ул., д. 8 по договору №10-04570Г от 09 мая 2025г	BANK_SERVICE
07.11.2024	19500-00	Оказание прочих услуг	LOAN
07.11.2024	1570-00	Оплата за Кофе Lebo Принц Лебо арабика молотый для турки 100г по счету 83354666450740916803 от 05.04.2027 Сумма 1570-00	REAL_ESTATE
07.11.2024	43900,00	За оказание услуг по договору №268 от 26/08/2026	SERVICE
07.11.2024	770.00	Оплата за Освежитель воздуха Liberhaus Тропический остров 250мл по счету 21700952398765702514 от 18 декабря 2025г Сумма 770.00	NON_FOOD_GOODS
07.11.2024	1920.00	Оплата штрафа	TAX
07.11.2024	27700,00	За транспортировку, перевозка автомобилем из г. Батайск в г. Салават по договору №Г04286 от 14.01.2026г.	SERVICE
07.11.2024	700000-00	1й лизинговый платеж по договору №Е00494 от 09.09.2024. В т.ч. НДС(20%) 116666-66	LEASING
07.11.2024	2460.00	За гостиницу (Россия, г. Королёв)	SERVICE
07.11.2024	34200-00	Оплата за консультирование в сфере информационных технологий по договору №61-02999Г от 02.04.2025	SERVICE
07.11.2024	1640.00	Оплата за Батарейки Liberhaus AAA, 4шт по счету 80407558425419293728 от 13 июля 2027 Сумма 1640.00	NON_FOOD_GOODS
07.11.2024	5300.00	Оплата по Договору №26-00718 от 18.04.2025 за акт 0091 транспортные услуги Сумма 5300.00Без налога(НДС)	SERVICE
07.11.2024	20100,00	За аренду машины/автомобиля по договору №88Г-04200 от 30/10/2028	SERVICE
07.11.2024	4160-00	Оплата государственной пошлины	TAX
07.11.2024	244000000,00	Приобретение недвижимости по адресу г. Щёлково, Железнодорожная ул., д. 23 по договору №83Д-00478 от 24.06.2024г	REAL_ESTATE
07.11.2024	25200-00	Оплата за ж/д, авиабилеты и проживаине по счету 18057797766635954173 от 04/07/2025г. на основании договора №40-02092 от 04/08/2027г.	SERVICE
07.11.2024	1400.00	Консульские сборы	TAX
07.11.2024	4480-00	Оплата за Бобовые по счету 66425553925963143945 от 16 февраля 2028г Сумма 4480-00	FOOD_GOODS
07.11.2024	6100.00	Оплата за консультирование в сфере информационных технологий по договору 11.455196-ДА от 06.08.2023	SERVICE
07.11.2024	28600.00	Оплата за ж/д, авиабилеты и проживание по счету 81361402057870402009 от 03.10.2026 г. на основании договора №77-03318 от 19/08/2026	SERVICE
07.11.2024	630.00	Оплата за Лапша Доширак быстрого приготовления со вкусом говядины, 90г по счету 18067376104683285567 от 08/04/2026г. Сумма 630.00	FOOD_GOODS
07.11.2024	46400.00	Оплата по Счету 0649 от 13.12.2024 за возмещаемые расходы Сумма 46400.00 в том числе НДС(20%) 7733.33	SERVICE
07.11.2024	68000000,00	Предоставление денежных средтсв по договору займа №402 от 28.11.2023г.. Без НДС	LOAN
07.11.2024	1730000.00	Оплата по договору 86.307701-ВВ от 08/07/2026г., за сырьё для пищевой промышленности в т.ч. НДС 20% 288333.33	FOOD_GOODS
07.11.2024	3930000-00	Оплата по договору процентного займа (20%) №64-02678Б от 24/04/2024г.. Без НДС	LOAN
07.11.2024	22700,00	Алименты	TAX
07.11.2024	3050000,00	Долевое инвестирование в жилищное строительство	REAL_ESTATE
07.11.2024	15100.00	Оплата по договору №02278А от 11 декабря 2027 частичная оплата за картонСумма 15100.00В тч НДС(20%) 2516.66	SERVICE
07.11.2024	1590,00	Оплата за Мюсли Matti Банан и шоколад 250г по счету 74385466859056405484 от 20 октября 2024 Сумма 1590,00	FOOD_GOODS
07.11.2024	4640,00	Оплата за Кисель Русский продукт Клюквенный 190г по счету 13526493857940038625 от 17.07.2024 Сумма 4640,00	FOOD_GOODS
07.11.2024	26100-00	{В985259}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 03869143550232355269	NOT_CLASSIFIED
07.11.2024	12000,00	Оплата по договору 89.396197-БД от 12.07.2027г, счету 0673 от 12.07.2027г за мясные деликатесы. Сумма 12000,00 В т.ч. НДС 20% 2000,0	FOOD_GOODS
07.11.2024	3650-00	Собств. средства	SERVICE
07.11.2024	49100.00	За оказание услуг по договору №18-04653Д от 2024.05.09	BANK_SERVICE
07.11.2024	2930-00	Комиссия за справку о наличии (отсутствии) ссудной задолженности по письменному запросу клиента	SERVICE
07.11.2024	940.00	Оплата за Средство чистящее Econta для сливного бака таблетка по счету 90098025421416112724 от 11.10.2025 Сумма 940.00	NON_FOOD_GOODS
07.11.2024	700000-00	Оплата по счету 0835,0836,0837 от 09.07.2024 г. (в рамках договора финансовой аренды №77А-03934 от 05.10.2025). В т.ч. НДС(20%) 116666-66	LEASING
07.11.2024	271000000,00	Оплата по счету #0575 от 06.12.2028г за яхту/катер Midnight Express FL06354	NOT_CLASSIFIED
07.11.2024	1990,00	Оплата за Средство для стирки Лоск Color 1.3л по счету 77215521722161299265 от 09 сентября 2026г Сумма 1990,00	NON_FOOD_GOODS
07.11.2024	279000000.00	Возврат денежных средств по договору займа №458 от 11.03.2023г.. Без НДС	LOAN
07.11.2024	3680000.00	Пополнение оборотных средств. НДС не облагается.	NOT_CLASSIFIED
07.11.2024	940000,00	Оплата аванса за ГСМ по счету А-0530 от 19.10.2024 г. к Договору №37-04292 от 01.04.2024 г.. на сумму 940000,00В т.ч. НДС(20%) 156666,66	BANK_SERVICE
07.11.2024	49800-00	За участие в конференции в г. Волгодонск по договору №В02329/64 от 30.01.2023г.	REAL_ESTATE
07.11.2024	37500-00	Доплата по счету №00144В от 10 ноября 2026г аренда помещения в сентября 2024 г. Договор №06-00401 от 17.08.2027г.	SERVICE
07.11.2024	3170-00	Перевод собственных средств на собственный счет	NON_FOOD_GOODS
07.11.2024	2620000-00	оплата по счетам 0527, 0147,0244, 0804 за услугиСумма 16/08/2023г.В т.ч. НДС(20%) 2620000-00 (перевозка грузов)	FOOD_GOODS
07.11.2024	2540-00	Оплата за Текстиль для дома по счету 94497494668025404738 от 23.07.2024 Сумма 2540-00	NON_FOOD_GOODS
07.11.2024	1390000.00	Обеспечительный платеж за виллу,договор №22В-01570 от 23.04.2026	TAX
07.11.2024	4180.00	Оплата минеральной питьевой воды по счету 30797683559620487008 от 12.05.2028 г. Сумма 4180.00 без учета НДС	LOAN
07.11.2024	4980,00	Оплата за Станки бритвенные Gillette 2 одноразовые 5шт. по счету 52277469278341318375 от 05/07/2023 Сумма 4980,00	TAX
07.11.2024	1450.00	Оплата за Мандарин мини по счету 47464460250177516308 от 08 ноября 2028г Сумма 1450.00	FOOD_GOODS
07.11.2024	3380-00	Оплата за Конфеты Milla Vanilla Трюфель классический 200г по счету 99842966604323457366 от 11 января 2027г Сумма 3380-00	LOAN
07.11.2024	34300,00	Выплата на содержание родных детей	LOAN
07.11.2024	4760.00	Комиссионное вознаграждение за валютный перевод.	BANK_SERVICE
07.11.2024	3530.00	Оплата за Чай ассорти Curtis Happy Holidays dessert tea collection 58.5г по счету 25355578761280564272 от 24 июля 2023 г. Сумма 3530.00	FOOD_GOODS
07.11.2024	3730-00	За гостиницу (Россия, г. Димитровград)	SERVICE
07.11.2024	13700.00	Оплата по договору №03121А от 08 сентября 2028 частичная оплата за картонСумма 13700.00В тч НДС(20%) 2283.33	NON_FOOD_GOODS
07.11.2024	17700,00	За бронирование отеля в г. Ессентуки по договору №8-02729/32 от 13.01.2024 г.	SERVICE
07.11.2024	510.00	Оплата за Мыло хозяйственное Ушастый Нянь против пятен 180г по счету 86331788639875185825 от 03 ноября 2027 Сумма 510.00	NON_FOOD_GOODS
07.11.2024	2440.00	Оплата за Батончик Soj Kerlli злаковый с бананом в молочном шоколаде 50г по счету 43459159660024844296 от 10.08.2023г. Сумма 2440.00	FOOD_GOODS
07.11.2024	4270,00	Оплата за Скумбрия Fish House холодного копчения 300г по счету 94939252007061268751 от 25.05.2027 г. Сумма 4270,00	FOOD_GOODS
07.11.2024	49500.00	Выплата на содержание родных детей	TAX
07.11.2024	4320000-00	Предоставление кредита по договору №365 от 23.08.2024 г. (приобретение транспортного средства)	LOAN
07.11.2024	21000-00	Оплата по Договору №03100Б от 20.01.2024г за акт 0138 транспортные услуги Сумма 21000-00Без налога(НДС)	SERVICE
07.11.2024	30300,00	Оплата по счет-фактуре 0302,0303,0304 от 2028-01-06 за фитинги,метизы.Сумма 30300,00 В т.ч. НДС 20% 5050,0	SERVICE
07.11.2024	8600,00	Лечение по договору №Г-01053/56 от 12.07.2023г	LOAN
07.11.2024	3150.00	За гостиницу (Россия, г. Березники)	NON_FOOD_GOODS
07.11.2024	468000000-00	Возврат денежных средств по договору займа №225 от 22.05.2024г. Без НДС	FOOD_GOODS
07.11.2024	1910000,00	Оплата за запчасти по договору поставки 56.499173-БВ от 10.07.2024г. (ГБД 0546 АО Автодом Ауди по счету №0070	SERVICE
07.11.2024	1140-00	Оплата за Туалетная бумага Papia Балийский цветок 3 слоя 8шт. по счету 39283204883247538394 от 14 ноября 2023г Сумма 1140-00	BANK_SERVICE
07.11.2024	4900000-00	Оплата по договору процентного займа №Б03495 от 02.08.2023 г.. Без НДС	LEASING
07.11.2024	3860-00	Оплата за Сельдь Fish House слабосоленая филе-кусочки в масле 400г по счету 04846687453652524011 от 04/10/2026 Сумма 3860-00	SERVICE
07.11.2024	36400.00	За аренду машины/автомобиля по договору №54-04721 от 27.06.2027 г.	FOOD_GOODS
07.11.2024	43900.00	Алименты	TAX
07.11.2024	9600,00	Комиссия за выполнение функций агента валютного контроля по операциям в рамках контракта или кредитного обслуживания	NON_FOOD_GOODS
07.11.2024	4670000,00	Оплата по договору лизинга №37Б-01022 от 11 октября 2023г, акт приема-передачи 0798 от 20/07/2024г.. В т.ч. НДС(20%) 778333,33	SERVICE
07.11.2024	37700,00	Оплата за ж/д, авиабилеты и проживание по счету 55931996481535946190 от 16.07.2025 г. на основании договора №А00984/77 от 31.10.2023г	LOAN
07.11.2024	4550-00	Оплата за Чайный напиток Принцесса Ява Каркадэ 25х1.5г по счету 35940207969532764974 от 07/10/2028г. Сумма 4550-00	NON_FOOD_GOODS
07.11.2024	1740-00	Оплата государственной пошлины	FOOD_GOODS
07.11.2024	30800-00	Оплата по договору №А04834/09 от 26.08.2028г частичная оплата за картонСумма 30800-00В тч НДС(20%) 5133-33	FOOD_GOODS
07.11.2024	2120,00	Оплата за Крем-мыло Aura Pure Cotton Хлопок и мед 2в1 500мл по счету 79699470961094167562 от 09.02.2023 г. Сумма 2120,00	SERVICE
07.11.2024	23000.00	За аренду машины/автомобиля по договору №Б04567/35 от 08.01.2025	BANK_SERVICE
07.11.2024	103000000.00	Возврат денежных средств по договору займа №79-03213Е от 17 декабря 2024г. Без НДС	LEASING
07.11.2024	18900-00	Покупка непродовольственных товаров (не связано с предпринимательской деятельностью)	SERVICE
07.11.2024	800000,00	Оплата за игристое вино Asti по договору №7-00670/98 от 15.02.2025г. .Сумма 800000,00 В т.ч. НДС 20% 133333,33	FOOD_GOODS
07.11.2024	4370.00	Оплата за Круассан 7 Days с кремом какао 65г по счету 57225174904469456062 от 31 октября 2024 Сумма 4370.00	SERVICE
07.11.2024	6500.00	Возмещение расходов на страхование ОСАГО по договору лизинга 78.271531-АЕ от 15.05.2024 в сумме 6500.00, без НДС	SERVICE
07.11.2024	10900-00	За бронирование отеля в г. Самара по договору №3-03994/02 от 24.06.2024г	FOOD_GOODS
07.11.2024	27100.00	Оплата по счетам 0354,0355,0356 от 27.06.2024 (за бетон марки М300)Сумма 27100.00 В т.ч. НДС 20% 4516.66	NON_FOOD_GOODS
07.11.2024	7500.00	Возмещение расходов на страхование ОСАГО по договору лизинга №83-00346Е от 29 мая 2023г в сумме 7500.00, без НДС	FOOD_GOODS
07.11.2024	1970000-00	За строительные работы по адресу г. Назрань, Интернациональная ул., д. 6 по договору №Г04245/50 от 04.02.2024	SERVICE
07.11.2024	2150,00	Оплата за Копченая рыба по счету 50983688281997199763 от 2027.10.28 Сумма 2150,00	SERVICE
07.11.2024	37600-00	За участие в конференции в г. Артем по договору №01369Е от 23/05/2027г.	FOOD_GOODS
07.11.2024	22500,00	Оплата за ж/д, авиабилеты и проживание по счету 41074422345727640050 от 03.06.2028 на основании договора №318 от 24.08.2024 г.	SERVICE
07.11.2024	14200-00	За транспортировку, перевозка водным транспортом из г. Нижний Тагил в г. Омск по договору 98.311195-ВЕ от 29.08.2023	SERVICE
07.11.2024	3440.00	Оплата за Печень цыпленка Петелинка охлажденная 500г по счету 35812104366353113714 от 17/09/2028 Сумма 3440.00	NON_FOOD_GOODS
07.11.2024	3250000.00	Предоплата за автозапчасти по счету 0970 от 24.04.2028 года; Договор №Е01673 от 24.04.2025г	SERVICE
07.11.2024	33100-00	Оплата по сч. 0357 от 02.01.2028г. за абхазсие мандарины. Сумма 33100-00 В т.ч. НДС 20% - 5516-66	FOOD_GOODS
07.11.2024	24300-00	Оплата обучения по договору №04844Е от 05.02.2023г.	FOOD_GOODS
07.11.2024	3480.00	Оплата коммунальных услуг	SERVICE
07.11.2024	860,00	Оплата коммунальных услуг	SERVICE
07.11.2024	860000-00	Долевое инвестировнаие в жилищное строительство	REAL_ESTATE
07.11.2024	362000000,00	"Оплата ДКП б/н от 04.07.2026 г. за коттедж №35 в поселке ""Благовещенское"""	REAL_ESTATE
07.11.2024	4240000-00	Оплата по дог.финансовой аренды №02921А от 07 января 2023г, акт приема-передачи 135 от 01.11.2024 г.. В т.ч. НДС(20%) 706666-66	LEASING
07.11.2024	4460.00	Собственные средства	NOT_CLASSIFIED
07.11.2024	18100.00	оплата по счетам 0698, 0989,0552, 0807 за услугиСумма 2025.04.26В т.ч. НДС(20%) 18100.00	SERVICE
07.11.2024	19900,00	За участие в конференции в г. Йошкар-Ола по договору №443 от 21.06.2027 г.	SERVICE
07.11.2024	900000-00	Оплата по договору процентного займа (20%) №Е03704/69 от 28/05/2024. Без НДС	LOAN
07.11.2024	4820000.00	Предоставление кредита по договору №А01922 от 30.07.2026г (приобретение транспортного средства)	BANK_SERVICE
07.11.2024	2900000.00	Оплата по договору процентного займа (20%) №99-01391Д от 2023-07-25. Без НДС	LOAN
07.11.2024	3250.00	Оплата за Пирожное Orion Choco Pie в глазури 12x30г по счету 17080824733747840246 от 27 августа 2024 г. Сумма 3250.00	FOOD_GOODS
07.11.2024	48400-00	Возмещение расходов на страхование ОСАГО по договору лизинга №79-01720А от 11.05.2023 г. в сумме 48400-00, без НДС	LEASING
07.11.2024	3550,00	Перевод себе	NOT_CLASSIFIED
07.11.2024	5100.00	Оплата по товарой накладной за 100 штук пачек кофе Lavaza по счету 0791 от 27/09/2027г. .Сумма 5100.00 В т.ч. НДС 20% 850.0	FOOD_GOODS
07.11.2024	770.00	Оплата за Напиток кофейный Nescafé латте растворимый 18г по счету 04521148860586812330 от 12/11/2027г. Сумма 770.00	FOOD_GOODS
07.11.2024	2910,00	Комиссия за организацию сделки по дог. лизинга №2-02785/83. Сумма 19.12.2025 г., в т.ч. НДС 20% 2910,00	LEASING
07.11.2024	27200,00	За оказание услуг по договору №05-00449 от 30/10/2027	SERVICE
07.11.2024	1230000-00	Оплата по договору 93.409211-ДВ от 01.05.2023, за сырьё для пищевой промышленности в т.ч. НДС 20% 205000-00	FOOD_GOODS
07.11.2024	46800,00	За покупку авиабилетов г. Новосибирск - г. Кисловодск по договору 02.364151-ДД от 30 января 2025 г.	TAX
07.11.2024	2580,00	Оплата гос. пошлины	SERVICE
07.11.2024	19200,00	Лечение по договору №14-00293Д от 27 ноября 2027	TAX
07.11.2024	42400,00	Алименты	TAX
07.11.2024	4190,00	Консульские сборы	FOOD_GOODS
07.11.2024	3040,00	Оплата за Приправа Красная цена для курицы 15 г по счету 30031108070023341387 от 2027-01-13 Сумма 3040,00	FOOD_GOODS
07.11.2024	3370,00	Оплата за кофе в зернах по счету 09987022422793196833 от 03/12/2028г. Сумма 3370,00 в т.ч. НДС 20% 561,66	TAX
07.11.2024	2030,00	Оплата гос. пошлины	SERVICE
07.11.2024	5000,00	Оплата за программирование блока фары Mercedes VIN A007642266. Работы выполнялись по з/н №07-04192	NON_FOOD_GOODS
07.11.2024	2710.00	Оплата за Зажигалка Foxlite FX-25 в ассортименте по счету 44598795588113523212 от 25.10.2023г. Сумма 2710.00	NOT_CLASSIFIED
07.11.2024	3760-00	Собственные средства	LEASING
07.11.2024	1580.00	Оплата за Бульон Роллтон Домашний куриный 90г по счету 89075353103796058227 от 26.01.2028г. Сумма 1580.00	TAX
07.11.2024	11800.00	{Б446259}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 80083675672644917329	FOOD_GOODS
07.11.2024	2510,00	Комиссия за организацию сделки по дог. лизинга №В04665. Сумма 04.11.2023г., в т.ч. НДС 20% 2510,00	TAX
07.11.2024	1140,00	Оплата за кофе в зернах по счету 45889155669398038032 от 2028.04.14 Сумма 1140,00 в т.ч. НДС 20% 190,0	NOT_CLASSIFIED
07.11.2024	29800-00	За доставку водным транспортом из г. Сызрань в г. Курск по договору №74Г-03078 от 23 сентября 2024 г.	REAL_ESTATE
07.11.2024	4410000-00	Оплата по счету 0448,0449,0450 от 15.09.2024г (в рамках договора финансовой аренды №Д02863/42 от 02.03.2024). В т.ч. НДС(20%) 735000-00	FOOD_GOODS
07.11.2024	3370,00	Оплата налога	NON_FOOD_GOODS
07.11.2024	2090,00	Оплата за Тушка утенка Улыбино потрошеная замороженная по счету 50385386816212547207 от 05.05.2023г Сумма 2090,00	SERVICE
07.11.2024	11000.00	Выплата на содержание родных детей	TAX
07.11.2024	37100-00	{Г327340}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 99487615244024209448	SERVICE
07.11.2024	3180000-00	Обеспечительный платеж за виллу,договор №Г-01232/95 от 15/05/2024	TAX
07.11.2024	37400-00	Оплата по счету 0603 от 18.01.2025 г. за Red Bull. Сумма 37400-00 без учета НДС	SERVICE
07.11.2024	4210,00	Оплата за Салфетки Econta универсальные 30х38см в ассортименте по счету 15039170671577429119 от 25.07.2024г. Сумма 4210,00	SERVICE
07.11.2024	5400-00	Лечение по договору №410 от 04.07.2028 г.	TAX
07.11.2024	2600.00	Комиссионное вознаграждение за валютный перевод.	BANK_SERVICE
07.11.2024	207000000.00	Оплата по счету #0313 от 05.05.2025 г. за яхту/катер Midnight Express FL06354	SERVICE
07.11.2024	25100.00	За информационные услуги по договору №01936Е от 01/01/2026г.	TAX
07.11.2024	22500,00	Выплата на содержание родных детей	SERVICE
07.11.2024	4530-00	За гостиницу (Россия, г. Артем)	SERVICE
07.11.2024	231000000,00	Предоставление денежных средств по договору займа №156 от 2023.12.15. Без НДС	LOAN
07.11.2024	1710,00	Оплата за Спички Пыл да жар хозяйственные 700шт. по счету 08096635890438042701 от 01.08.2023 г. Сумма 1710,00	NON_FOOD_GOODS
07.11.2024	3960,00	Оплата за Конфеты Milla Vanilla Трюфель классический 200г по счету 77046862711011502961 от 2026-09-11 Сумма 3960,00	FOOD_GOODS
07.11.2024	3040000,00	Предоставление кредита по договору №28-04116 от 16.04.2027г. (приобретение недвижимости)	BANK_SERVICE
07.11.2024	33900,00	За консультации юриста по договору №1-04185/47 от 15.06.2025 г.	SERVICE
07.11.2024	416000000-00	По предвариельному договору №Г01151 от 04/10/2023 за квартиру в ЖК по адресу г. Елец, Хуторская ул., д. 19	REAL_ESTATE
07.11.2024	3850-00	государственная пошлина	TAX
07.11.2024	1970,00	Оплата за Паста Санта Бремор Антарктик криль классический из морепродуктов 150г по счету 04121929422503263071 от 23.06.2023г Сумма 1970,00	FOOD_GOODS
07.11.2024	201000000,00	Оплата по догвору купли-продажи №72-00100А от 04/10/2026 за виллу №35 по адресу г. Петрозаводск, Южная ул., д. 1	REAL_ESTATE
07.11.2024	2640-00	Оплата за Аэрозоль Раптор универсальный от 17 видов насекомых 275мл по счету 11051185466444383701 от 31.10.2024 Сумма 2640-00	NON_FOOD_GOODS
07.11.2024	4000000.00	Оплата по дог.финансовой аренды №Б-03005/94 от 12/03/2023г., акт приема-передачи 998 от 11 марта 2024г. В т.ч. НДС(20%) 666666.66	LEASING
07.11.2024	4490-00	Перевод собственных средств себе	NOT_CLASSIFIED
07.11.2024	4170,00	Оплата за Салфетки Tolli Plus влажные универсальные очищающие с экстрактом алоэ вера 60шт по счету 47424618266508487329 от 2026.07.03 Сумма 4170,00	NON_FOOD_GOODS
07.11.2024	1810,00	Оплата за Пластины от комаров Mosquitall Нежная Защита для детей 10шт. по счету 63177536140204044396 от 27/03/2028г. Сумма 1810,00	NON_FOOD_GOODS
07.11.2024	2590000,00	Паевой взнос в жилищно-строительный кооператив с целью приобретения права собственности на жилое помещение по адресу г. Мытищи, Набережная ул., д. 13	REAL_ESTATE
07.11.2024	3500,00	Оплата за Губка для обуви Econta Двойной блеск бесцветная 25г по счету 71073191875969306480 от 25 сентября 2026 Сумма 3500,00	NON_FOOD_GOODS
07.11.2024	8200.00	оплата по счетам 0399, 0316,0361, 0109 за услугиСумма 01.12.2026В т.ч. НДС(20%) 8200.00	SERVICE
07.11.2024	4610000-00	Оплата по договору №3-03043/43 от 12.01.2026, за сырьё для пищевой промышленности в т.ч. НДС 20% 768333-33	FOOD_GOODS
07.11.2024	4420,00	Оплата за Икра Санта Бремор с креветкой 180г по счету 05846427678877959747 от 11.08.2027г. Сумма 4420,00	NON_FOOD_GOODS
07.11.2024	3780,00	Оплата за Пакеты Liberhaus для продуктов 26x36см 100шт. по счету 56416841194078639643 от 23.05.2027г Сумма 3780,00	NOT_CLASSIFIED
07.11.2024	8700,00	{Д758629}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 11652747351961872916	NOT_CLASSIFIED
07.11.2024	5300,00	Выплата на содержание родных детей	REAL_ESTATE
07.11.2024	275000000-00	Приобретение недвижимости по адресу г. Жуковский, Интернациональная ул., д. 25 по договору №1-04092/06 от 25/10/2025	FOOD_GOODS
07.11.2024	3620000,00	Оплата за нут,сафлор по счету 0857,0858,0859 от 16/06/2024 .Сумма 3620000,00 В т.ч. НДС 20% 603333,33	FOOD_GOODS
07.11.2024	2970.00	"Комиссия за открытие счета согласно Тарифам АКБ ""Первый банк"" (АО). НДС не облагается."	SERVICE
07.11.2024	4590,00	Перевод средств на собственный счет	TAX
